開催日,レース名,距離,地肌,クラス,通時,適性
2002/12/22,2歳500万下,1400,芝,500万,9.1勝,1.芝 短距離
2002/12/22,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/22,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/12/22,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/22,三木ホースランドJS(OP),3900,障,OP,6.OP,7.障害
2002/12/22,江坂特別(1000万下),2500,芝,1000万,8.2勝,3.芝 中以遠
2002/12/22,サンタクロースS(1600万下),1200,ダ,1600万,7.3勝,4.砂 短距離
2002/12/22,2002ファイナルS(OP),1600,芝,OP,6.OP,2.芝 マイル
2002/12/21,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/21,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/21,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/21,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/21,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2002/12/21,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/21,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/21,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2002/12/21,クリスマスローズS(OP),1200,芝,OP,6.OP,1.芝 短距離
2002/12/21,中山大障害(J.G1),4100,障,G1,1.G1,7.障害
2002/12/21,クリスマスC(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2002/12/21,霞ケ浦特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/21,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2002/12/21,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2002/12/21,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/21,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/21,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/21,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/21,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2002/12/21,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/21,樅の木賞(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/21,揖斐川特別(500万下),2500,芝,500万,9.1勝,3.芝 中以遠
2002/12/21,鳴海特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2002/12/21,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/12/21,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/21,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/21,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2002/12/21,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/21,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2002/12/21,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2002/12/21,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/21,3歳以上1000万下,1400,芝,1000万,8.2勝,1.芝 短距離
2002/12/21,クリスマスキャロルH(1600万下),2200,芝,1600万,7.3勝,3.芝 中以遠
2002/12/21,ベテルギウスS(OP),1800,ダ,OP,6.OP,5.砂 マイル
2002/12/21,ラジオたんぱ杯2歳S(G3),2000,芝,G3,3.G3,3.芝 中以遠
2002/12/21,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2002/12/15,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/15,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/15,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2002/12/15,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/15,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2002/12/15,2歳500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/15,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,香取特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2002/12/15,冬至S(1600万下),2500,芝,1600万,7.3勝,3.芝 中以遠
2002/12/15,フェアリーS(G3),1200,芝,G3,3.G3,1.芝 短距離
2002/12/15,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/12/15,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/15,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2002/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/15,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2002/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,長篠特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2002/12/15,CBC賞(G2),1200,芝,G2,2.G2,1.芝 短距離
2002/12/15,清洲特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2002/12/15,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/15,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2002/12/15,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2002/12/15,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/15,2歳500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2002/12/15,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/15,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/15,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2002/12/15,猪名川特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2002/12/15,元町S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2002/12/15,サンスポ阪神牝馬S(G2),1600,芝,G2,2.G2,2.芝 マイル
2002/12/15,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/12/14,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/14,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/14,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/14,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/14,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/14,3歳以上500万下,2400,ダ,500万,9.1勝,6.砂 中以遠
2002/12/14,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/14,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/12/14,ひいらぎ賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2002/12/14,仲冬特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2002/12/14,ディセンバーS(OP),1800,芝,OP,6.OP,2.芝 マイル
2002/12/14,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/14,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2002/12/14,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/14,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/14,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/14,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/14,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/14,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/14,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2002/12/14,濃尾特別(500万下),2300,ダ,500万,9.1勝,6.砂 中以遠
2002/12/14,報知杯中京2歳S(OP),1800,芝,OP,6.OP,2.芝 マイル
2002/12/14,伊吹山特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2002/12/14,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/12/14,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/14,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2002/12/14,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/14,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2002/12/14,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2002/12/14,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2002/12/14,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/14,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/14,さざんかS(OP),1400,芝,OP,6.OP,1.芝 短距離
2002/12/14,高砂特別(1000万下),1400,ダ,1000万,8.2勝,4.砂 短距離
2002/12/14,逆瀬川S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2002/12/14,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2002/12/08,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/08,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/08,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/08,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/08,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2002/12/08,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/08,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/08,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/12/08,千葉テレビ杯(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2002/12/08,アクアラインS(1600万下),1200,ダ,1600万,7.3勝,4.砂 短距離
2002/12/08,朝日杯FS(G1),1600,芝,G1,1.G1,2.芝 マイル
2002/12/08,筑波山特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/08,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/08,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2002/12/08,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2002/12/08,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/08,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/08,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/08,3歳以上500万下,2500,芝,500万,9.1勝,3.芝 中以遠
2002/12/08,尾頭橋特別(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/08,香嵐渓特別(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2002/12/08,高山特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2002/12/08,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/08,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2002/12/08,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/08,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2002/12/08,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2002/12/08,2歳500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/12/08,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2002/12/08,3歳以上1000万下,2000,芝,1000万,8.2勝,3.芝 中以遠
2002/12/08,シクラメンS(OP),1400,ダ,OP,6.OP,4.砂 短距離
2002/12/08,六甲アイランドS(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2002/12/08,鳴尾記念(G3),2000,芝,G3,3.G3,3.芝 中以遠
2002/12/08,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2002/12/07,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/07,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/07,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2002/12/07,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/07,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2002/12/07,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2002/12/07,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/07,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/07,黒松賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2002/12/07,初霜特別(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2002/12/07,師走S(OP),1800,ダ,OP,6.OP,5.砂 マイル
2002/12/07,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/07,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/07,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/07,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/07,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/07,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/07,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/07,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2002/12/07,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/07,恵那特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2002/12/07,天竜川特別(1000万下),2500,芝,1000万,8.2勝,3.芝 中以遠
2002/12/07,中日新聞杯(G3),1800,芝,G3,3.G3,2.芝 マイル
2002/12/07,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2002/12/07,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/07,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/07,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2002/12/07,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/07,障害3歳以上OP,3140,障,OP,6.OP,7.障害
2002/12/07,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2002/12/07,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/07,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2002/12/07,エリカ賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2002/12/07,北摂特別(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2002/12/07,ギャラクシーS(OP),1400,ダ,OP,6.OP,4.砂 短距離
2002/12/07,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/01,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/01,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/01,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/01,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/12/01,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2002/12/01,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/01,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/01,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/01,美浦特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2002/12/01,市川S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2002/12/01,ターコイズS(OP),1800,芝,OP,6.OP,2.芝 マイル
2002/12/01,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/12/01,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2002/12/01,2歳新馬,1700,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/01,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/01,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/01,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/01,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/01,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/12/01,3歳以上500万下,2500,芝,500万,9.1勝,3.芝 中以遠
2002/12/01,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/12/01,犬山特別(500万下),1800,芝,500万,9.1勝,2.芝 マイル
2002/12/01,春待月S(OP),2300,ダ,OP,6.OP,6.砂 中以遠
2002/12/01,鳥羽特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2002/12/01,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/12/01,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/12/01,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2002/12/01,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/12/01,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/12/01,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2002/12/01,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/12/01,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/12/01,千両賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2002/12/01,ゴールデンスパーT(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2002/12/01,阪神ジュベナイルF(G1),1600,芝,G1,1.G1,2.芝 マイル
2002/12/01,ゴールデンブーツT(1000万下),2200,芝,1000万,8.2勝,3.芝 中以遠
2002/11/30,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/11/30,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/11/30,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2002/11/30,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/11/30,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2002/11/30,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/11/30,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2002/11/30,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/11/30,イルミネーションJS(OP),3370,障,OP,6.OP,7.障害
2002/11/30,葉牡丹賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2002/11/30,ステイヤーズS(G2),3600,芝,G2,2.G2,3.芝 中以遠
2002/11/30,南総特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2002/11/30,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2002/11/30,2歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
2002/11/30,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2002/11/30,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/11/30,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/11/30,3歳以上500万下,2300,ダ,500万,9.1勝,6.砂 中以遠
2002/11/30,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/11/30,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2002/11/30,つわぶき賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2002/11/30,沓掛特別(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/30,豊明特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2002/11/30,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/11/30,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/11/30,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2002/11/30,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2002/11/30,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2002/11/30,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2002/11/30,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2002/11/30,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/11/30,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2002/11/30,ゴールデンサドルT(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2002/11/30,ポインセチア賞(500万下),1200,ダ,500万,9.1勝,4.砂 短距離
2002/11/30,ゴールデンホイップT(1600万下),2000,芝,1600万,7.3勝,3.芝 中以遠
2002/11/30,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2002/11/24,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2002/11/24,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/11/24,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/11/24,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/24,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/24,3歳以上500万下,1700,芝,500万,9.1勝,2.芝 マイル
2002/11/24,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2002/11/24,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/11/24,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/24,福島2歳S(OP),1200,芝,OP,6.OP,1.芝 短距離
2002/11/24,五色沼特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2002/11/24,野地特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2002/11/24,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/11/24,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/11/24,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2002/11/24,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2002/11/24,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2002/11/24,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/11/24,ベゴニア賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2002/11/24,オリエンタル賞(1000万下),2500,芝,1000万,8.2勝,3.芝 中以遠
2002/11/24,キャピタルS(OP),1600,芝,OP,6.OP,2.芝 マイル
2002/11/24,ジャパンC(G1),2200,芝,G1,1.G1,3.芝 中以遠
2002/11/24,アプローズ賞(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2002/11/24,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2002/11/24,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2002/11/24,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2002/11/24,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2002/11/24,障害3歳以上未勝利,2910,障,未勝利,o.未勝利,7.障害
2002/11/24,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2002/11/24,2歳500万下,1200,芝,500万,9.1勝,1.芝 短距離
2002/11/24,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2002/11/24,宝ケ池特別(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2002/11/24,貴船S(1600万下),1400,ダ,1600万,7.3勝,4.砂 短距離
2002/11/24,アンドロメダS(OP),1200,芝,OP,6.OP,1.芝 短距離
2002/11/24,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2002/11/23,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2002/11/23,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2002/11/23,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/23,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/23,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2002/11/23,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/23,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2002/11/23,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2002/11/23,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2002/11/23,小名浜特別(500万下),1700,芝,500万,9.1勝,2.芝 マイル
2002/11/23,福島放送賞(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2002/11/23,会津特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
