開催日,レース名,距離,地肌,クラス,通時
1994/12/18,3歳未勝利,1800,ダ,未勝利,o.未勝利
1994/12/18,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/18,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/18,3歳500万下,1800,ダ,500万,9.1勝
1994/12/18,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1994/12/18,4歳以上900万下,1200,ダ,900万,8.2勝
1994/12/18,4歳以上900万下,1200,ダ,900万,8.2勝
1994/12/18,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/18,夙川特別(900万下),1400,ダ,900万,8.2勝
1994/12/18,オリオンS(1500万下),2500,芝,1500万,7.3勝
1994/12/18,サンスポ阪神牝馬特別(G2),2000,芝,G2,2.G2
1994/12/18,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/17,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/17,3歳未勝利,1200,芝,未勝利,o.未勝利
1994/12/17,3歳未勝利,1800,ダ,未勝利,o.未勝利
1994/12/17,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/17,3歳500万下,1800,ダ,500万,9.1勝
1994/12/17,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/17,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/17,4歳以上900万下,1200,芝,900万,8.2勝
1994/12/17,中山大障害(秋)(G),4100,障,(G),4.(G)
1994/12/17,師走S(1500万下),1600,芝,1500万,7.3勝
1994/12/17,ディセンバーS(OP),2000,芝,OP,6.OP
1994/12/17,4歳以上900万下,1800,ダ,900万,8.2勝
1994/12/17,3歳400万下,1000,ダ,400万,9.1勝
1994/12/17,3歳未勝利,2000,芝,未勝利,o.未勝利
1994/12/17,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/17,3歳新馬,1000,ダ,新馬,o.未勝利
1994/12/17,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/17,4歳以上500万下,1000,ダ,500万,9.1勝
1994/12/17,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/17,4歳以上500万下,2500,芝,500万,9.1勝
1994/12/17,濃尾特別(500万下),1700,ダ,500万,9.1勝
1994/12/17,クリスマスキャロル賞(900万下),1800,芝,900万,8.2勝
1994/12/17,ウインターS(G3),2300,ダ,G3,3.G3
1994/12/17,4歳以上500万下,2000,芝,500万,9.1勝
1994/12/17,3歳新馬,1200,ダ,新馬,o.未勝利
1994/12/17,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/17,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/12/17,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/12/17,障害4歳以上400万下,3000,障,400万,9.1勝
1994/12/17,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/17,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/17,4歳以上900万下,1600,芝,900万,8.2勝
1994/12/17,千両賞(500万下),1600,芝,500万,9.1勝
1994/12/17,猪名川特別(900万下),2000,芝,900万,8.2勝
1994/12/17,逆瀬川S(1500万下),1600,芝,1500万,7.3勝
1994/12/17,4歳以上900万下,1800,ダ,900万,8.2勝
1994/12/11,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/11,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/11,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/12/11,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/12/11,3歳新馬,1200,ダ,新馬,o.未勝利
1994/12/11,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/11,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/11,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/11,北総特別(900万下),2000,芝,900万,8.2勝
1994/12/11,市川S(1500万下),1800,ダ,1500万,7.3勝
1994/12/11,朝日杯3歳S(G1),1600,芝,G1,1.G1
1994/12/11,4歳以上900万下,1200,ダ,900万,8.2勝
1994/12/11,3歳新馬,1000,ダ,新馬,o.未勝利
1994/12/11,3歳未勝利,1600,ダ,未勝利,o.未勝利
1994/12/11,3歳未勝利,1200,芝,未勝利,o.未勝利
1994/12/11,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/11,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/11,4歳以上500万下,1000,ダ,500万,9.1勝
1994/12/11,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/11,4歳以上500万下,2000,芝,500万,9.1勝
1994/12/11,矢作川特別(900万下),1700,ダ,900万,8.2勝
1994/12/11,長篠特別(500万下),1200,芝,500万,9.1勝
1994/12/11,愛知杯(G3),2000,芝,G3,3.G3
1994/12/11,4歳以上500万下,1800,芝,500万,9.1勝
1994/12/11,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/11,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/11,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/11,3歳500万下,1200,ダ,500万,9.1勝
1994/12/11,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1994/12/11,3歳未勝利,2000,芝,未勝利,o.未勝利
1994/12/11,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/11,4歳以上900万下,1800,ダ,900万,8.2勝
1994/12/11,高砂特別(900万下),1200,芝,900万,8.2勝
1994/12/11,元町S(1500万下),1400,ダ,1500万,7.3勝
1994/12/11,ポートアイランドS(OP),1600,芝,OP,6.OP
1994/12/11,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/10,3歳未勝利,1800,ダ,未勝利,o.未勝利
1994/12/10,3歳OP,1200,ダ,OP,6.OP
1994/12/10,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/10,3歳新馬,1200,ダ,新馬,o.未勝利
1994/12/10,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/10,障害4歳以上未勝利,2700,障,未勝利,o.未勝利
1994/12/10,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/10,黒松賞(500万下),1200,芝,500万,9.1勝
1994/12/10,4歳以上900万下,1800,ダ,900万,8.2勝
1994/12/10,清澄特別(900万下),1600,芝,900万,8.2勝
1994/12/10,ステイヤーズS(G3),3600,芝,G3,3.G3
1994/12/10,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/10,3歳未勝利,1000,ダ,未勝利,o.未勝利
1994/12/10,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/10,4歳以上500万下,1000,ダ,500万,9.1勝
1994/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/10,4歳以上500万下,1000,芝,500万,9.1勝
1994/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/10,アラブ大賞典(OP),2500,芝,OP,6.OP
1994/12/10,樅の木賞(500万下),1200,芝,500万,9.1勝
1994/12/10,鳥羽特別(900万下),2000,芝,900万,8.2勝
1994/12/10,4歳以上500万下,1800,芝,500万,9.1勝
1994/12/10,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/10,3歳未勝利,1800,ダ,未勝利,o.未勝利
1994/12/10,3歳新馬,1400,芝,新馬,o.未勝利
1994/12/10,3歳新馬,1200,ダ,新馬,o.未勝利
1994/12/10,障害4歳以上OP,3150,障,OP,6.OP
1994/12/10,3歳新馬,1400,芝,新馬,o.未勝利
1994/12/10,4歳以上900万下,2000,芝,900万,8.2勝
1994/12/10,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/10,シクラメンS(OP),1400,芝,OP,6.OP
1994/12/10,北摂特別(900万下),1800,ダ,900万,8.2勝
1994/12/10,鳴尾記念(G2),2500,芝,G2,2.G2
1994/12/10,4歳以上900万下,1200,ダ,900万,8.2勝
1994/12/04,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/04,3歳未勝利,1800,ダ,未勝利,o.未勝利
1994/12/04,3歳新馬,1200,ダ,新馬,o.未勝利
1994/12/04,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/04,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/04,障害4歳以上未勝利,2700,障,未勝利,o.未勝利
1994/12/04,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/04,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/04,初霜特別(900万下),1200,ダ,900万,8.2勝
1994/12/04,美浦特別(900万下),1800,芝,900万,8.2勝
1994/12/04,ターコイズS(OP),1800,芝,OP,6.OP
1994/12/04,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/04,3歳未勝利,1600,ダ,未勝利,o.未勝利
1994/12/04,3歳未勝利,1800,芝,未勝利,o.未勝利
1994/12/04,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/04,3歳新馬,1000,ダ,新馬,o.未勝利
1994/12/04,4歳以上500万下,1600,ダ,500万,9.1勝
1994/12/04,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/04,4歳以上500万下,1000,ダ,500万,9.1勝
1994/12/04,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/04,揖斐川特別(500万下),2500,芝,500万,9.1勝
1994/12/04,恵那特別(500万下),1200,芝,500万,9.1勝
1994/12/04,中京日経賞(900万下),1800,芝,900万,8.2勝
1994/12/04,4歳以上500万下,1800,芝,500万,9.1勝
1994/12/04,3歳未勝利,1800,ダ,未勝利,o.未勝利
1994/12/04,3歳未勝利,1400,ダ,未勝利,o.未勝利
1994/12/04,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/04,3歳新馬,1200,芝,新馬,o.未勝利
1994/12/04,3歳新馬,2000,芝,新馬,o.未勝利
1994/12/04,3歳500万下,1200,ダ,500万,9.1勝
1994/12/04,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/04,ゴールデンサドルT(900万下),1600,芝,900万,8.2勝
1994/12/04,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/04,ゴールデンホイップT(1500万下),2000,芝,1500万,7.3勝
1994/12/04,阪神3歳牝馬S(G1),1600,芝,G1,1.G1
1994/12/04,4歳以上900万下,1800,ダ,900万,8.2勝
1994/12/03,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/03,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/03,3歳未勝利,2000,芝,未勝利,o.未勝利
1994/12/03,3歳新馬,1800,ダ,新馬,o.未勝利
1994/12/03,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/03,障害4歳以上400万下,3200,障,400万,9.1勝
1994/12/03,3歳新馬,1800,芝,新馬,o.未勝利
1994/12/03,4歳以上500万下,1800,ダ,500万,9.1勝
1994/12/03,南総特別(900万下),2600,芝,900万,8.2勝
1994/12/03,葉牡丹賞(500万下),2000,芝,500万,9.1勝
1994/12/03,仲冬S(1500万下),1200,芝,1500万,7.3勝
1994/12/03,4歳以上900万下,1800,ダ,900万,8.2勝
1994/12/03,3歳未勝利,1000,ダ,未勝利,o.未勝利
1994/12/03,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/03,3歳新馬,1800,芝,新馬,o.未勝利
1994/12/03,4歳以上500万下,2300,ダ,500万,9.1勝
1994/12/03,4歳以上500万下,1000,ダ,500万,9.1勝
1994/12/03,4歳以上500万下,1600,ダ,500万,9.1勝
1994/12/03,4歳以上500万下,1200,芝,500万,9.1勝
1994/12/03,4歳以上500万下,1700,ダ,500万,9.1勝
1994/12/03,アラブ3歳S(OP),1800,芝,OP,6.OP
1994/12/03,高山特別(500万下),1800,芝,500万,9.1勝
1994/12/03,伊吹山特別(900万下),1200,芝,900万,8.2勝
1994/12/03,4歳以上500万下,2000,芝,500万,9.1勝
1994/12/03,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/12/03,3歳新馬,1200,ダ,新馬,o.未勝利
1994/12/03,3歳新馬,1800,ダ,新馬,o.未勝利
1994/12/03,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/03,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1994/12/03,3歳未勝利,1400,芝,未勝利,o.未勝利
1994/12/03,3歳新馬,1600,芝,新馬,o.未勝利
1994/12/03,4歳以上500万下,1200,ダ,500万,9.1勝
1994/12/03,ゴールデンブーツT(900万下),2200,芝,900万,8.2勝
1994/12/03,エリカ賞(500万下),2000,芝,500万,9.1勝
1994/12/03,ゴールデンスパーT(1500万下),1400,芝,1500万,7.3勝
1994/12/03,4歳以上900万下,1200,ダ,900万,8.2勝
1994/11/27,3歳未勝利,1600,ダ,未勝利,o.未勝利
1994/11/27,3歳新馬,1400,芝,新馬,o.未勝利
1994/11/27,3歳新馬,1600,芝,新馬,o.未勝利
1994/11/27,4歳以上500万下,1400,ダ,500万,9.1勝
1994/11/27,4歳以上500万下,2100,ダ,500万,9.1勝
1994/11/27,芦ノ湖特別(500万下),1600,ダ,500万,9.1勝
1994/11/27,赤松賞(500万下),1600,芝,500万,9.1勝
1994/11/27,INT.ジョッキー2(900万下),1600,芝,900万,8.2勝
1994/11/27,ウェルカムS(1500万下),2000,芝,1500万,7.3勝
1994/11/27,ジャパンC(G1),2400,芝,G1,1.G1
1994/11/27,4歳以上900万下,1400,ダ,900万,8.2勝
1994/11/27,4歳以上OP,1600,ダ,OP,6.OP
1994/11/27,3歳未勝利,1600,ダ,未勝利,o.未勝利
1994/11/27,3歳新馬,1200,芝,新馬,o.未勝利
1994/11/27,4歳以上500万下,1700,ダ,500万,9.1勝
1994/11/27,4歳以上500万下,1000,ダ,500万,9.1勝
1994/11/27,4歳以上500万下,1600,ダ,500万,9.1勝
1994/11/27,4歳以上500万下,1000,芝,500万,9.1勝
1994/11/27,カトレア賞(500万下),1800,芝,500万,9.1勝
1994/11/27,4歳以上500万下,1700,ダ,500万,9.1勝
1994/11/27,犬山特別(500万下),2000,芝,500万,9.1勝
1994/11/27,増築記念シリウスS(OP),1200,芝,OP,6.OP
1994/11/27,4歳以上500万下,1800,芝,500万,9.1勝
1994/11/27,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/11/27,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/11/27,3歳新馬,1800,芝,新馬,o.未勝利
1994/11/27,障害4歳以上未勝利,2910,障,未勝利,o.未勝利
1994/11/27,3歳新馬,1200,芝,新馬,o.未勝利
1994/11/27,4歳以上500万下,1800,ダ,500万,9.1勝
1994/11/27,4歳以上500万下,1200,芝,500万,9.1勝
1994/11/27,醍醐特別(500万下),1800,芝,500万,9.1勝
1994/11/27,御陵特別(900万下),1400,ダ,900万,8.2勝
1994/11/27,トパーズS(OP),2000,芝,OP,6.OP
1994/11/27,4歳以上900万下,1800,ダ,900万,8.2勝
1994/11/26,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/11/26,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/11/26,3歳新馬,1400,ダ,新馬,o.未勝利
1994/11/26,3歳新馬,1800,芝,新馬,o.未勝利
1994/11/26,4歳以上500万下,1600,ダ,500万,9.1勝
1994/11/26,障害4歳以上未勝利,3100,障,未勝利,o.未勝利
1994/11/26,3歳500万下,1400,ダ,500万,9.1勝
1994/11/26,4歳以上500万下,1200,ダ,500万,9.1勝
1994/11/26,深秋特別(900万下),2100,ダ,900万,8.2勝
1994/11/26,INT.ジョッキー1(900万下),2000,芝,900万,8.2勝
1994/11/26,キャピタルS(OP),1400,芝,OP,6.OP
1994/11/26,4歳以上500万下,1200,ダ,500万,9.1勝
1994/11/26,3歳未勝利,1000,ダ,未勝利,o.未勝利
1994/11/26,3歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/26,3歳新馬,1000,ダ,新馬,o.未勝利
1994/11/26,3歳新馬,1800,芝,新馬,o.未勝利
1994/11/26,4歳以上500万下,1700,ダ,500万,9.1勝
1994/11/26,4歳以上500万下,1600,ダ,500万,9.1勝
1994/11/26,4歳以上500万下,1000,ダ,500万,9.1勝
1994/11/26,4歳以上500万下,1700,ダ,500万,9.1勝
1994/11/26,アラブ3歳特別(400万下),1700,ダ,400万,9.1勝
1994/11/26,清洲特別(500万下),1200,芝,500万,9.1勝
1994/11/26,豊明特別(900万下),2000,芝,900万,8.2勝
1994/11/26,4歳以上500万下,2000,芝,500万,9.1勝
1994/11/26,3歳未勝利,1400,芝,未勝利,o.未勝利
1994/11/26,3歳新馬,1400,ダ,新馬,o.未勝利
1994/11/26,3歳新馬,1600,芝,新馬,o.未勝利
1994/11/26,4歳以上500万下,1800,ダ,500万,9.1勝
1994/11/26,障害4歳以上400万下,3170,障,400万,9.1勝
1994/11/26,4歳以上500万下,1200,ダ,500万,9.1勝
1994/11/26,4歳以上500万下,1600,芝,500万,9.1勝
1994/11/26,3歳抽せん馬特別(500万下),1600,芝,500万,9.1勝
1994/11/26,4歳以上500万下,1600,芝,500万,9.1勝
1994/11/26,衣笠特別(900万下),1800,芝,900万,8.2勝
1994/11/26,花園S(1500万下),1800,ダ,1500万,7.3勝
1994/11/26,4歳以上900万下,1800,ダ,900万,8.2勝
1994/11/20,3歳新馬,1200,芝,新馬,o.未勝利
1994/11/20,4歳未勝利,1700,ダ,未勝利,o.未勝利
1994/11/20,4歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/20,4歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/20,4歳未勝利,1000,ダ,未勝利,o.未勝利
1994/11/20,4歳未勝利,2000,芝,未勝利,o.未勝利
1994/11/20,4歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/20,4歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/20,福島3歳S(OP),1200,芝,OP,6.OP
1994/11/20,福島放送賞(500万下),1800,芝,500万,9.1勝
1994/11/20,福島記念(G3),2000,芝,G3,3.G3
1994/11/20,4歳以上500万下,1000,ダ,500万,9.1勝
1994/11/20,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/11/20,3歳未勝利,1400,芝,未勝利,o.未勝利
1994/11/20,3歳新馬,1600,芝,新馬,o.未勝利
1994/11/20,4歳以上500万下,1600,ダ,500万,9.1勝
1994/11/20,4歳以上500万下,2300,芝,500万,9.1勝
1994/11/20,障害4歳以上OP,3300,障,OP,6.OP
1994/11/20,4歳以上500万下,1600,芝,500万,9.1勝
1994/11/20,4歳以上500万下,1600,芝,500万,9.1勝
1994/11/20,府中3歳S(OP),1800,芝,OP,6.OP
1994/11/20,神奈川新聞杯(900万下),1800,芝,900万,8.2勝
1994/11/20,ノベンバーS(1500万下),1600,芝,1500万,7.3勝
1994/11/20,4歳以上900万下,1200,ダ,900万,8.2勝
1994/11/20,3歳OP,1400,ダ,OP,6.OP
1994/11/20,3歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/20,3歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/20,3歳新馬,1400,芝,新馬,o.未勝利
1994/11/20,4歳以上500万下,1800,ダ,500万,9.1勝
1994/11/20,4歳以上500万下,1200,ダ,500万,9.1勝
1994/11/20,比良山特別(900万下),2200,芝,900万,8.2勝
1994/11/20,もちの木賞(500万下),1400,ダ,500万,9.1勝
1994/11/20,舞鶴特別(500万下),2400,芝,500万,9.1勝
1994/11/20,平安建都1200記念(900万下),1200,芝,900万,8.2勝
1994/11/20,マイルチャンピオンS(G1),1600,芝,G1,1.G1
1994/11/20,4歳以上900万下,1800,ダ,900万,8.2勝
1994/11/19,3歳未勝利,1700,ダ,未勝利,o.未勝利
1994/11/19,3歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/19,4歳未勝利,1000,ダ,未勝利,o.未勝利
1994/11/19,4歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/19,4歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/19,4歳未勝利,2000,芝,未勝利,o.未勝利
1994/11/19,4歳未勝利,1700,ダ,未勝利,o.未勝利
1994/11/19,4歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/19,野地特別(500万下),2000,芝,500万,9.1勝
1994/11/19,須賀川特別(500万下),1200,芝,500万,9.1勝
1994/11/19,磐梯山特別(900万下),2000,芝,900万,8.2勝
1994/11/19,4歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/19,3歳未勝利,1400,ダ,未勝利,o.未勝利
1994/11/19,3歳新馬,1600,ダ,新馬,o.未勝利
1994/11/19,3歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/19,3歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/19,3歳新馬,1400,芝,新馬,o.未勝利
1994/11/19,4歳以上500万下,1400,ダ,500万,9.1勝
1994/11/19,4歳以上500万下,1800,芝,500万,9.1勝
1994/11/19,3歳抽せん馬特別(500万下),1400,ダ,500万,9.1勝
1994/11/19,4歳以上900万下,1400,芝,900万,8.2勝
1994/11/19,霜月S(1500万下),1600,ダ,1500万,7.3勝
1994/11/19,アルゼンチン共和国杯(G2),2500,芝,G2,2.G2
1994/11/19,4歳以上900万下,1600,ダ,900万,8.2勝
1994/11/19,3歳未勝利,1200,ダ,未勝利,o.未勝利
1994/11/19,3歳未勝利,1400,ダ,未勝利,o.未勝利
1994/11/19,3歳未勝利,1600,芝,未勝利,o.未勝利
1994/11/19,3歳新馬,1200,ダ,新馬,o.未勝利
1994/11/19,障害4歳以上未勝利,2910,障,未勝利,o.未勝利
1994/11/19,4歳以上500万下,1400,芝,500万,9.1勝
1994/11/19,4歳以上500万下,1800,ダ,500万,9.1勝
1994/11/19,萩S(OP),1400,芝,OP,6.OP
1994/11/19,4歳以上500万下,1400,芝,500万,9.1勝
1994/11/19,東山特別(900万下),1600,芝,900万,8.2勝
1994/11/19,比叡S(1500万下),2000,芝,1500万,7.3勝
1994/11/19,4歳以上900万下,1400,ダ,900万,8.2勝
1994/11/13,3歳OP,1000,ダ,OP,6.OP
1994/11/13,3歳新馬,1000,芝,新馬,o.未勝利
1994/11/13,4歳未勝利,1000,ダ,未勝利,o.未勝利
1994/11/13,4歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/13,4歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/13,4歳未勝利,2000,芝,未勝利,o.未勝利
1994/11/13,4歳未勝利,1700,ダ,未勝利,o.未勝利
1994/11/13,4歳未勝利,1800,芝,未勝利,o.未勝利
1994/11/13,蔵王特別(500万下),2600,芝,500万,9.1勝
1994/11/13,摺上特別(500万下),1800,芝,500万,9.1勝
1994/11/13,ラジオ福島賞(900万下),1200,芝,900万,8.2勝
1994/11/13,4歳未勝利,1200,芝,未勝利,o.未勝利
1994/11/13,3歳未勝利,1600,ダ,未勝利,o.未勝利
1994/11/13,3歳新馬,1200,ダ,新馬,o.未勝利
1994/11/13,3歳新馬,1400,芝,新馬,o.未勝利
1994/11/13,4歳以上500万下,1200,ダ,500万,9.1勝
1994/11/13,4歳以上500万下,1400,芝,500万,9.1勝
1994/11/13,障害4歳以上未勝利,3100,障,未勝利,o.未勝利
1994/11/13,4歳以上500万下,1400,芝,500万,9.1勝
1994/11/13,4歳以上900万下,1800,芝,900万,8.2勝
1994/11/13,TVKテレビ賞(900万下),2400,芝,900万,8.2勝
1994/11/13,ユートピアS(1500万下),1400,芝,1500万,7.3勝
1994/11/13,富士S(OP),1800,芝,OP,6.OP
1994/11/13,4歳以上500万下,1600,ダ,500万,9.1勝
1994/11/13,3歳未勝利,1400,芝,未勝利,o.未勝利
